iter	Logloss
201	0.4046924213
202	0.4046021695
203	0.4045384319
204	0.4044126754
205	0.4043780191
206	0.4042863168
207	0.4042474174
208	0.4041370859
209	0.4040947335
210	0.4040691852
211	0.4040589476
212	0.4040112266
213	0.4039651602
214	0.4039284928
215	0.4038862176
216	0.4037928998
217	0.4037155168
218	0.4036635756
219	0.4036391255
220	0.4035741968
221	0.4035640056
222	0.4034774207
223	0.4034328849
224	0.4034065952
225	0.4034004498
226	0.403399974
227	0.403395595
228	0.403279984
229	0.4032799828
230	0.4032761163
231	0.4031751142
232	0.4031662516
233	0.4031662436
234	0.4031222924
235	0.4030799542
236	0.4030253395
237	0.4029983003
238	0.402945942
239	0.4028218418
240	0.4028181532
241	0.4027932861
242	0.4026985125
243	0.4026419092
244	0.4025480615
245	0.4024936546
246	0.4024899231
247	0.4024069432
248	0.4023891146
249	0.4023891123
250	0.4023592671
251	0.4023180197
252	0.4023085379
253	0.4023038025
254	0.4022836257
255	0.4022836212
256	0.4021469823
257	0.4020883551
258	0.4020462567
259	0.402020108
260	0.4019559215
261	0.401905357
262	0.4019038292
263	0.4018733865
264	0.4018733647
265	0.4018543639
266	0.4017979947
267	0.4017091318
268	0.4016676131
269	0.4015710195
270	0.4014701041
271	0.4013952784
272	0.4013282679
273	0.4012947697
274	0.4012800829
275	0.4012033204
276	0.4012018531
277	0.4011274805
278	0.4010308672
279	0.4009818458
280	0.4009175339
281	0.400917506
282	0.4008237567
283	0.4007877129
284	0.4007176918
285	0.4006709965
286	0.4006546234
287	0.4005807976
288	0.4005315289
289	0.4004731646
290	0.4003622552
291	0.4002816519
292	0.4002417714
293	0.4001364844
294	0.4000212748
295	0.3999930418
296	0.3999722934
297	0.3999097618
298	0.3999093982
299	0.399884476
300	0.3998814184
301	0.3998411726
302	0.3997742925
303	0.3997273748
304	0.3997045936
305	0.3996885709
306	0.3996740443
307	0.3996443248
308	0.3996141022
309	0.3996119111
310	0.3996057428
311	0.3995783789
312	0.3995760023
313	0.3995462279
314	0.3995418879
315	0.3995314312
316	0.3994456089
317	0.3994312755
318	0.3993716036
319	0.399341264
320	0.3992840249
321	0.3992158886
322	0.3991846141
323	0.3991418069
324	0.3990781124
325	0.3990776293
326	0.3989811762
327	0.3988586626
328	0.3987723748
329	0.3987019741
330	0.3986520539
331	0.3986024832
332	0.3985842747
333	0.3985827654
334	0.3985412025
335	0.3985411809
336	0.3985024629
337	0.3984555331
338	0.3984195888
339	0.3983482691
340	0.3982917109
341	0.3981889552
342	0.3980947788
343	0.3980863129
344	0.3980380282
345	0.3979786179
346	0.3979333462
347	0.3978417957
348	0.3977479219
349	0.3977046276
350	0.3976968739
351	0.3976810349
352	0.3975705323
353	0.3974846027
354	0.3974714477
355	0.3974381495
356	0.3974074128
357	0.3973819131
358	0.3972830132
359	0.3971999349
360	0.3971365484
361	0.3970599153
362	0.3969863012
363	0.3969259465
364	0.3968663933
365	0.3967583406
366	0.3967300046
367	0.3966390306
368	0.3965536769
369	0.3965315235
370	0.396421903
371	0.3963806468
372	0.3963722532
373	0.3963241048
374	0.3962845909
375	0.3962428684
376	0.3962022406
377	0.3961712743
378	0.3961117709
379	0.396022508
380	0.3959983208
381	0.3959604485
382	0.3958994112
383	0.3958470687
384	0.3957480248
385	0.3956915645
386	0.3956604745
387	0.3956604579
388	0.3955978309
389	0.3955484961
390	0.3954873667
391	0.3954532187
392	0.3954009892
393	0.3953466953
394	0.3952733548
395	0.395190507
396	0.3951481458
397	0.3951078323
398	0.3950243303
399	0.3949588091
400	0.394858973
401	0.3947812405
402	0.3947131519
403	0.3946944424
404	0.3945944358
405	0.3945454109
406	0.3945201011
407	0.3944917814
408	0.394468542
409	0.3944334712
410	0.3943591546
411	0.3942570952
412	0.3941972836
413	0.3941200927
414	0.394028503
415	0.3940207201
416	0.3940068261
417	0.3939492693
418	0.3938428327
419	0.3937666794
420	0.3937176483
421	0.3936876828
422	0.3936598814
423	0.3936066017
424	0.3935538243
425	0.3935244229
426	0.3934395568
427	0.3933916345
428	0.393349185
429	0.3932872663
430	0.3932394755
431	0.3931628592
432	0.3930841135
433	0.3930519667
434	0.3930161388
435	0.3929454774
436	0.3929119372
437	0.3928549633
438	0.3927977637
439	0.3926837641
440	0.3926254712
441	0.3925833947
442	0.3925206834
443	0.3924878965
444	0.3924270027
445	0.3923073053
446	0.3922935581
447	0.3922021429
448	0.392182484
449	0.3921196331
450	0.3920353352
451	0.3919462019
452	0.391888874
453	0.3918305792
454	0.3917928362
455	0.3917317902
456	0.3916904928
457	0.3916677223
458	0.3916150662
459	0.391597447
460	0.3915258455
461	0.391509718
462	0.3914797056
463	0.3913789641
464	0.3913683996
465	0.3913015576
466	0.3912586752
467	0.3912065239
468	0.3911505762
469	0.3911309598
470	0.3910692915
471	0.3910199082
472	0.3909430597
473	0.3908718407
474	0.3908228439
475	0.3907327051
476	0.3906868365
477	0.3906426449
478	0.3905715789
479	0.390530129
480	0.3904707286
481	0.3904350307
482	0.3903453155
483	0.3902907355
484	0.3902589876
485	0.3902302572
486	0.3901740463
487	0.390131345
488	0.3900470336
489	0.3899542553
490	0.3899046716
491	0.3898034997
492	0.3897041295
493	0.3896201469
494	0.3895263222
495	0.3895046257
496	0.3894400885
497	0.3893005252
498	0.3892253136
499	0.3891619303
500	0.389101441
501	0.3890493162
502	0.3890028136
503	0.388976165
504	0.3889322597
505	0.3889100083
506	0.3888534432
507	0.3888379008
508	0.3888018375
509	0.3887745926
510	0.3886524582
511	0.3886333176
512	0.3885859988
513	0.3885116576
514	0.3884526566
515	0.3883847442
516	0.3883392843
517	0.3882407025
518	0.3882164881
519	0.3881664735
520	0.3881257189
521	0.3880987372
522	0.3880671073
523	0.3879376393
524	0.3878720649
525	0.3878210869
526	0.3877952343
527	0.3877335047
528	0.3877002291
529	0.3875833476
530	0.3874738844
531	0.3874022718
532	0.3873505402
533	0.3873036067
534	0.3872382478
535	0.3872132597
536	0.3871990467
537	0.3871505191
538	0.3871198021
539	0.3870711854
540	0.3870292298
541	0.386968136
542	0.3868793763
543	0.3867981109
544	0.3867718185
545	0.3867013087
546	0.3866605456
547	0.3866452389
548	0.3866297799
549	0.3865556283
550	0.3864794507
551	0.3864201389
552	0.3864136295
553	0.3863457286
554	0.3863002789
555	0.3862783977
556	0.3862132897
557	0.3861875242
558	0.3861312241
559	0.3860311066
560	0.3859830545
561	0.3859411853
562	0.3859020644
563	0.3858911831
564	0.3858528049
565	0.3858114304
566	0.3857772192
567	0.3856730386
568	0.3855982097
569	0.385582685
570	0.3855689077
571	0.3855517555
572	0.3854743256
573	0.385417532
574	0.3853710287
575	0.3853057431
576	0.385294853
577	0.3852025348
578	0.3851113742
579	0.3850518047
580	0.3849905479
581	0.3849645323
582	0.3849080811
583	0.3848873715
584	0.3848690834
585	0.3848160277
586	0.3847467202
587	0.3847082962
588	0.3846501721
589	0.3845721455
590	0.3845324473
591	0.3844780641
592	0.3844278415
593	0.38437089
594	0.3842866277
595	0.3842714747
596	0.3842480079
597	0.3842412611
598	0.3841686472
599	0.3841600795
600	0.3840958001
601	0.3840854791
602	0.384021757
603	0.3839832502
604	0.3839326219
605	0.3838727975
606	0.3837854766
607	0.3837277344
608	0.3836589179
609	0.3835745443
610	0.3835186807
611	0.3834257442
612	0.3833505792
613	0.3832594719
614	0.3832301856
615	0.3831921049
616	0.3831504378
617	0.383113894
618	0.3830478665
619	0.3829876325
620	0.382940799
621	0.382876984
622	0.382871329
623	0.3827924091
624	0.3827717695
625	0.382758942
626	0.3827263999
627	0.3827150872
628	0.3826213565
629	0.3825450114
630	0.3824936104
631	0.3824235882
632	0.3824021193
633	0.3823527397
634	0.3823294913
635	0.3822877026
636	0.3822518615
637	0.3821984207
638	0.3820755464
639	0.3820365469
640	0.3820229941
641	0.3819907534
642	0.3819849539
643	0.3819258914
644	0.3819168929
645	0.3818698888
646	0.3818080839
647	0.3817768414
648	0.3817681527
649	0.3816754218
650	0.381595355
651	0.3815287118
652	0.3814797377
653	0.3814737056
654	0.3814476526
655	0.3813845244
656	0.3813551074
657	0.3813429686
658	0.3813271026
659	0.3813107619
660	0.3811992677
661	0.3811758265
662	0.3811477897
663	0.3811406337
664	0.3811317585
665	0.3810957755
666	0.3810534632
667	0.3810383755
668	0.3809895985
669	0.380958484
670	0.380911793
671	0.3808291157
672	0.3808056428
673	0.3807527457
674	0.380713943
675	0.380701078
676	0.3806546831
677	0.3806408141
678	0.3806213082
679	0.3805853841
680	0.3805209642
681	0.380457631
682	0.380417671
683	0.3804056596
684	0.3803849328
685	0.3803563228
686	0.3803517533
687	0.3802883724
688	0.3802334592
689	0.3801296159
690	0.380059335
691	0.3800006965
692	0.3799675474
693	0.3799354905
694	0.3798761809
695	0.3798504334
696	0.3797753014
697	0.3797674384
698	0.37968716
699	0.3796180159
700	0.379563828
701	0.3795463705
702	0.3794869839
703	0.3794477792
704	0.379435601
705	0.3793804975
706	0.3793764468
707	0.37930874
708	0.3792802037
709	0.3792119003
710	0.3791570413
711	0.3791515509
712	0.3791259213
713	0.379028891
714	0.3789825936
715	0.3789646355
716	0.378885552
717	0.378857129
718	0.3788306263
719	0.3787633064
720	0.3786731064
721	0.3786543035
722	0.3785290118
723	0.3784808155
724	0.3784225977
725	0.3783738572
726	0.3783172175
727	0.3782536263
728	0.3782096914
729	0.378198972
730	0.3781570327
731	0.3781165562
732	0.37806196
733	0.3780240375
734	0.3779656826
735	0.3779527773
736	0.3778847334
737	0.3778251095
738	0.3777911312
739	0.3777544727
740	0.3777236814
741	0.3776990543
742	0.3776689076
743	0.3776484968
744	0.377634502
745	0.3775765264
746	0.3775507188
747	0.3775373258
748	0.3774576533
749	0.3774154934
750	0.3773184684
751	0.3772749561
752	0.3772364033
753	0.3772026233
754	0.3771922886
755	0.3771717725
756	0.3771402461
757	0.3771185498
758	0.3770980493
759	0.3770479533
760	0.3770016107
761	0.3769671164
762	0.3769354778
763	0.3768716985
764	0.3768462702
765	0.3767939424
766	0.3767190708
767	0.3766449078
768	0.376603819
769	0.3765416872
770	0.3765257166
771	0.376444798
772	0.3764088179
773	0.3763172071
774	0.3762056279
775	0.3761328936
776	0.3761296845
777	0.3760633967
778	0.3759738769
779	0.3759314293
780	0.3759142443
781	0.3758505209
782	0.3758129273
783	0.3757607225
784	0.3757221133
785	0.3756942481
786	0.3756481629
787	0.3756457978
788	0.3756346447
789	0.3755692446
790	0.3755074777
791	0.3754783806
792	0.3753883417
793	0.3753563487
794	0.3753054821
795	0.3752424773
796	0.3752016419
797	0.3751912458
798	0.3751538447
799	0.3751159063
800	0.3750841141
801	0.3750282345
802	0.3749846255
803	0.3749350084
804	0.3749233435
805	0.3748604762
806	0.3748115171
807	0.3747724254
808	0.3746690872
809	0.3745964057
810	0.3745574416
811	0.3745411127
812	0.3744583704
813	0.3744129499
814	0.3743889097
815	0.3743508105
816	0.3742899573
817	0.3742037982
818	0.3741758103
819	0.3741549266
820	0.3741233628
821	0.3740772846
822	0.3740336655
823	0.3739954681
824	0.373947517
825	0.3739314938
826	0.3738780466
827	0.373854651
828	0.3738294866
829	0.373721446
830	0.3736621718
831	0.373575518
832	0.3735263629
833	0.3734638912
834	0.3734205468
835	0.3733502846
836	0.3733130479
837	0.37327665
838	0.3732397753
839	0.3731910219
840	0.3731821845
841	0.3731151949
842	0.3730612844
843	0.3729883899
844	0.3729356332
845	0.372920223
846	0.3728592476
847	0.3728077082
848	0.3727692769
849	0.3726855659
850	0.3726415944
851	0.3726092216
852	0.3725946514
853	0.3725365243
854	0.3724929058
855	0.3724689912
856	0.3724225037
857	0.3724028922
858	0.3723964229
859	0.3723845668
860	0.3723485113
861	0.3722750627
862	0.3722479201
863	0.3722268393
864	0.3721987582
865	0.3721778571
866	0.372147877
867	0.3721315176
868	0.3720600922
869	0.3719743648
870	0.3718879773
871	0.3717916543
872	0.3717503547
873	0.3716669429
874	0.3716527024
875	0.3715904535
876	0.3715485363
877	0.3714922655
878	0.3714416906
879	0.3713996105
880	0.3713904076
881	0.3712983113
882	0.3712788387
883	0.3712534988
884	0.3712140082
885	0.3711879218
886	0.3711079317
887	0.3710211034
888	0.3709775921
889	0.3709201748
890	0.3708957228
891	0.3708485801
892	0.370813568
893	0.3707931081
894	0.3707592895
895	0.3707348195
896	0.3707132257
897	0.3707093414
898	0.3706854541
899	0.3706469591
900	0.3705839816
901	0.370557821
902	0.3705432377
903	0.3705304767
904	0.3704970717
905	0.3704395313
906	0.3704260562
907	0.3704009673
908	0.3703515443
909	0.3703129569
910	0.3702381048
911	0.3702099121
912	0.3701074447
913	0.3700843057
914	0.3700148042
915	0.3699798455
916	0.3699572883
917	0.3699162472
918	0.3698963295
919	0.3698621729
920	0.3698169664
921	0.3697774808
922	0.3697516913
923	0.3696779114
924	0.3696630313
925	0.3696504457
926	0.3696085236
927	0.3695242595
928	0.3694557628
929	0.3694253744
930	0.3693404709
931	0.3693152698
932	0.3693010336
933	0.3692424271
934	0.3692068183
935	0.3691827673
936	0.3691426409
937	0.3691335817
938	0.3690997361
939	0.3690801639
940	0.368994025
941	0.368946604
942	0.3689164234
943	0.3688587138
944	0.3688067638
945	0.3687912861
946	0.3686866402
947	0.3686191
948	0.3685999072
949	0.3685628179
950	0.3685069736
951	0.3684849823
952	0.3684299941
953	0.3684081519
954	0.3683864232
955	0.3683753512
956	0.3683307161
957	0.3682911507
958	0.3681767255
959	0.3681190539
960	0.3681026717
961	0.3680450844
962	0.3679728559
963	0.3679470414
964	0.3679241133
965	0.3679115134
966	0.3678430081
967	0.3678316637
968	0.3677521367
969	0.3677247401
970	0.3677164585
971	0.3676667588
972	0.3676520931
973	0.3675854149
974	0.3675794849
975	0.3675388166
976	0.3675140822
977	0.3674720969
978	0.3674373311
979	0.3674052079
980	0.3673933511
981	0.36735529
982	0.367343529
983	0.3673166372
984	0.3672934766
985	0.3672196886
986	0.3671556397
987	0.3670844786
988	0.3670006578
989	0.3669742142
990	0.3669319285
991	0.3668684975
992	0.3668494764
993	0.3668081228
994	0.3667865237
995	0.3667620818
996	0.3667420402
997	0.3666949999
998	0.366683447
999	0.3666393227
